|R01|00000000000000000001|S|IF     |SWEDA               |IF ST200            |01.00.01  |20101030|185909|000|10793118000178|123456        |10793118000178|00000000ISENTO|00000000ISENTO|T2TI.COM                                |T2Ti PDV                                |0100      |9e107d9d372bb6826bd81d3542a419d6|20101030|20101030|0105
|R02|00000000000000000001|S|IF ST200            |01|000000|000026|000002|36101028|36101028||1005,70| 
|R05|00000000000000000001|S|IF ST200            |01|000440|000281|001|0001180000002 |BORRACHA PLASTICA - TK GRANDE                                                                       |1,00|UND|2,00|0,00|0,00|0,00|01T1700| |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000440|000281|002|0001180000002 |BORRACHA PLASTICA - TK GRANDE                                                                       |1,00|UND|2,00|0,00|0,00|0,00|01T1700| |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000440|000281|003|0001180000002 |BORRACHA PLASTICA - TK GRANDE                                                                       |1,00|UND|2,00|0,00|0,00|0,00|01T1700| |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000440|000281|004|0001180000002 |BORRACHA PLASTICA - TK GRANDE                                                                       |1,00|UND|2,00|0,00|0,00|0,00|01T1700| |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000440|000281|005|0001180000002 |BORRACHA PLASTICA - TK GRANDE                                                                       |1,00|UND|2,00|0,00|0,00|0,00|01T1700| |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000440|000281|006|0001180000002 |BORRACHA PLASTICA - TK GRANDE                                                                       |1,00|UND|2,00|0,00|0,00|0,00|01T1700| |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000440|000281|007|0001180000002 |BORRACHA PLASTICA - TK GRANDE                                                                       |1,00|UND|2,00|0,00|0,00|0,00|01T1700| |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000440|000282|001|1603041234428 |FERRO GALVANIZADO DE 1/2" C/3M                                                                      |1,00|UND|133,00|0,00|0,00|0,00|01T1700| |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000441|000282|001|0001180000002 |BORRACHA PLASTICA - TK GRANDE                                                                       |1,00|UND|2,00|0,00|0,00|0,00|01T1700| |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000442|000283|001|0001180000002 |BORRACHA PLASTICA - TK GRANDE                                                                       |1,00|UND|2,00|0,00|0,00|0,00|01T1700| |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000442|000283|001|1603041234428 |FERRO GALVANIZADO DE 1/2" C/3M                                                                      |1,00|UND|133,00|0,00|0,00|0,00|01T1700| |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000443|000284|001|0001180000002 |BORRACHA PLASTICA - TK GRANDE                                                                       |1,00|UND|2,00|0,00|0,00|0,00|01T1700| |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000444|000284|001|1603041234428 |FERRO GALVANIZADO DE 1/2" C/3M                                                                      |1,00|UND|133,00|0,00|0,00|0,00|01T1700| |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000444|000285|001|0001180000002 |BORRACHA PLASTICA - TK GRANDE                                                                       |1,00|UND|2,00|0,00|0,00|0,00|01T1700| |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000445|000285|001|1603041234428 |FERRO GALVANIZADO DE 1/2" C/3M                                                                      |1,00|UND|133,00|0,00|0,00|0,00|01T1700| |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000445|000286|001|0001180000002 |BORRACHA PLASTICA - TK GRANDE                                                                       |1,00|UND|2,00|0,00|0,00|0,00|01T1700| |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000445|000286|002|0001190000009 |BORRACHA PLASTICA - TK NEON                                                                         |1,00|UND|1,50|0,00|0,00|0,00|01T1700| |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000445|000286|003|0001234567898 |FITA PAPEL CREPE                                                                                    |1,00|UND|5,80|0,00|0,00|0,00|01T1700| |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000446|000287|001|0001234567898 |FITA PAPEL CREPE                                                                                    |1,00|UND|5,80|0,00|0,00|0,00|01T1700| |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000448|000287|001|1603041234428 |FERRO GALVANIZADO DE 1/2" C/3M                                                                      |1,00|UND|133,00|0,00|0,00|0,00|01T1700| |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000449|000290|001|0001234567898 |FITA PAPEL CREPE                                                                                    |1,00|UND|5,80|0,00|0,00|0,00|01T1700| |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000450|000288|001|1603041234428 |FERRO GALVANIZADO DE 1/2" C/3M                                                                      |1,00|UND|133,00|0,00|0,00|0,00|01T1700| |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000450|000291|001|0001234567898 |FITA PAPEL CREPE                                                                                    |1,00|UND|5,80|0,00|0,00|0,00|01T1700| |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000451|000292|001|0001234567898 |FITA PAPEL CREPE                                                                                    |1,00|UND|5,80|0,00|0,00|0,00|01T1700| |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000451|000292|002|0001190000009 |BORRACHA PLASTICA - TK NEON                                                                         |10000,00|UND|1,50|0,00|0,00|0,00|01T1700| |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000452|000289|001|1603041234428 |FERRO GALVANIZADO DE 1/2" C/3M                                                                      |1,00|UND|133,00|0,00|0,00|0,00|01T1700| |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000453|000290|001|1603041234428 |FERRO GALVANIZADO DE 1/2" C/3M                                                                      |1,00|UND|133,00|0,00|0,00|0,00|01T1700| |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000458|000293|001|1603041234428 |FERRO GALVANIZADO DE 1/2" C/3M                                                                      |1,00|UND|133,00|0,00|0,00|0,00|01T1700| |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000460|000294|001|1603041234428 |FERRO GALVANIZADO DE 1/2" C/3M                                                                      |1,00|UND|133,00|0,00|0,00|0,00|01T1700| |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000462|000295|001|1603041234428 |FERRO GALVANIZADO DE 1/2" C/3M                                                                      |1,00|UND|133,00|0,00|0,00|0,00|01T1700| |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000463|000304|001|0001190000009 |BORRACHA PLASTICA - TK NEON                                                                         |1,00|UND|1,50|0,00|0,00|0,00|01T1700| |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000464|000296|001|1603041234428 |FERRO GALVANIZADO DE 1/2" C/3M                                                                      |1,00|UND|133,00|0,00|0,00|0,00|01T1700| |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000464|000305|001|0001190000009 |BORRACHA PLASTICA - TK NEON                                                                         |1,00|UND|1,50|0,00|0,00|0,00|01T1700| |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000465|000306|001|0001190000009 |BORRACHA PLASTICA - TK NEON                                                                         |1,00|UND|1,50|0,00|0,00|0,00|01T1700| |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000466|000297|001|1603041234428 |FERRO GALVANIZADO DE 1/2" C/3M                                                                      |1,00|UND|133,00|0,00|0,00|0,00|01T1700| |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000466|000307|001|0001190000009 |BORRACHA PLASTICA - TK NEON                                                                         |1,00|UND|1,50|0,00|0,00|0,00|01T1700| |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000467|000298|001|1603041234428 |FERRO GALVANIZADO DE 1/2" C/3M                                                                      |1,00|UND|133,00|0,00|0,00|0,00|01T1700| |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000467|000308|001|0001190000009 |BORRACHA PLASTICA - TK NEON                                                                         |1,00|UND|1,50|0,00|0,00|0,00|01T1700| |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000468|000299|001|1603041234428 |FERRO GALVANIZADO DE 1/2" C/3M                                                                      |1,00|UND|133,00|0,00|0,00|0,00|01T1700| |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000468|000309|001|0001190000009 |BORRACHA PLASTICA - TK NEON                                                                         |1,00|UND|1,50|0,00|0,00|0,00|01T1700| |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000469|000300|001|1603041234428 |FERRO GALVANIZADO DE 1/2" C/3M                                                                      |1,00|UND|133,00|0,00|0,00|0,00|01T1700| |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000469|000310|001|0001190000009 |BORRACHA PLASTICA - TK NEON                                                                         |1,00|UND|1,50|0,00|0,00|0,00|01T1700| |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000470|000301|001|1603041234428 |FERRO GALVANIZADO DE 1/2" C/3M                                                                      |1,00|UND|133,00|0,00|0,00|0,00|01T1700| |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000470|000311|001|0001190000009 |BORRACHA PLASTICA - TK NEON                                                                         |1,00|UND|1,50|0,00|0,00|0,00|01T1700| |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000471|000302|001|1603041234428 |FERRO GALVANIZADO DE 1/2" C/3M                                                                      |1,00|UND|133,00|0,00|0,00|0,00|01T1700| |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000471|000312|001|0001190000009 |BORRACHA PLASTICA - TK NEON                                                                         |1,00|UND|1,50|0,00|0,00|0,00|01T1700| |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000473|000303|001|1603041234428 |FERRO GALVANIZADO DE 1/2" C/3M                                                                      |1,00|UND|133,00|0,00|0,00|0,00|01T1700| |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000473|000314|001|0001190000009 |BORRACHA PLASTICA - TK NEON                                                                         |1,00|UND|1,50|0,00|0,00|0,00|01T1700| |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000474|000304|001|1603041234428 |FERRO GALVANIZADO DE 1/2" C/3M                                                                      |1,00|UND|133,00|0,00|0,00|0,00|01T1700| |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000474|000315|001|0001190000009 |BORRACHA PLASTICA - TK NEON                                                                         |1,00|UND|1,50|0,00|0,00|0,00|01T1700| |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000475|000305|001|1603041234428 |FERRO GALVANIZADO DE 1/2" C/3M                                                                      |1,00|UND|133,00|0,00|0,00|0,00|01T1700| |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000475|000316|001|0001190000009 |BORRACHA PLASTICA - TK NEON                                                                         |1,00|UND|1,50|0,00|0,00|0,00|01T1700| |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000476|000306|001|1603041234428 |FERRO GALVANIZADO DE 1/2" C/3M                                                                      |1,00|UND|133,00|0,00|0,00|0,00|01T1700| |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000476|000317|001|0001190000009 |BORRACHA PLASTICA - TK NEON                                                                         |1,00|UND|1,50|0,00|0,00|0,00|01T1700| |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000477|000307|001|1603041234428 |FERRO GALVANIZADO DE 1/2" C/3M                                                                      |1,00|UND|133,00|0,00|0,00|0,00|01T1700| |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000477|000318|001|0001190000009 |BORRACHA PLASTICA - TK NEON                                                                         |1,00|UND|1,50|0,00|0,00|0,00|01T1700| |0,00|0,00|0,00|A|T|3|2
